SchoolID, StudentID, SubjectCode, SemesterID, BranchID, SubjectID, YearID, DivisionID, SubjectName, Division, Semester, Branch, Department, CourseLevel, AcademicYear, TeacherID
SESH,780,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,780,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,780,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,780,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,780,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,849,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,849,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,849,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,849,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,849,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,763,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,763,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,763,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,763,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,763,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,762,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,762,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,762,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,762,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,762,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,819,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,819,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,819,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,819,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,819,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,840,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,840,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,840,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,840,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,840,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,779,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,779,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,779,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,779,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,779,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,797,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,797,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,797,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,797,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,797,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,782,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,782,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,782,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,782,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,782,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,786,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,786,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,786,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,786,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,786,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,778,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,778,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,778,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,778,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,778,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,832,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,832,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,832,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,832,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,832,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,816,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,816,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,816,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,816,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,816,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,790,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,790,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,790,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,790,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,790,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,835,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,835,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,835,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,835,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,835,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,834,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,834,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,834,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,834,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,834,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,854,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,854,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,854,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,854,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,854,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,847,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,847,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,847,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,847,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,847,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,852,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,852,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,852,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,852,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,852,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,770,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,770,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,770,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,770,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,770,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,764,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,764,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,764,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,764,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,764,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,857,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,857,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,857,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,857,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,857,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,814,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,814,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,814,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,814,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,814,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,793,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,793,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,793,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,793,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,793,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,853,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,853,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,853,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,853,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,853,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,846,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,846,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,846,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,846,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,846,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,817,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,817,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,817,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,817,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,817,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,789,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,789,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,789,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,789,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,789,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,815,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,815,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,815,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,815,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,815,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,781,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,781,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,781,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,781,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,781,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,830,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,830,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,830,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,830,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,830,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,845,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,845,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,845,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,845,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,845,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,777,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,777,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,777,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,777,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,777,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
